platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
YouTube,Ae,Asia,ar,Science,#Football,Night Routine — Budget,TrueStudio,licensed,Cosmic pad,1,39,100866,2443,190,315,470,0.033887,declining,TikTok Creative Center,meme template,iOS,20,Sports,4,Short,25216.5,296,0.001884,0.003123,0.00466,8.225589,Friday,Evening,SummerBreak,"sports, workout, gym, football",جامد جدًا 🔥,95967.2,Mid,Summer,2025-01-03,2025-01,Football skills in 60s,22,0,16.1,0.413,iPhone,Suggested,1,e929e15555dc326c39da3c07e890fe7c,3418,0.02422,0.002935,33.887,0.0242202526123768,0.0018836872682568,0.0031229552078995
TikTok,Ae,Asia,ar,Tech,#GameClip,Minecraft — Insane Highlights!,LifeOfOlivia,licensed,Futurist pad,33,26,193383,8977,1214,730,1416,0.063796,declining,TikTok Creative Center,tutorial overlay,Android,0,Gaming,6,Short,32230.5,370,0.006278,0.003775,0.007322,24.196765,Friday,Night,Regular,"fps, valorant, clips, esports, gaming, highlights",مش قادر أبطل اتفرج 😂,97042.8,Mid,Winter,2025-08-15,2025-08,Best Settings for GTA V,23,0,18.0,0.692,Vivo,Following,1,8e78d7862e31961e6bbcbba58687ab80,12337,0.046421,0.001913,63.796,0.0464208332686947,0.0062776976259547,0.0037748923121473
TikTok,Sa,Asia,ar,Pets,#Workout,Morning Routine — 2025,NoahChannel,original,Purr loop,33,22,35987,1162,140,128,155,0.044044,declining,Public Reports,hook in 2s,iOS,15,Sports,3,Short,11995.67,49,0.00389,0.003557,0.004307,23.24,Friday,Afternoon,SummerBreak,"sports, workout, gym",جامد جدًا 🔥,133984.4,Mid,Summer,2025-08-15,2025-08,Workout you can’t skip,22,0,16.1,0.732,Other,ForYou,1,ce73da8ef70d00adeadba3ef86a1e688,1585,0.032289,0.001362,44.044,0.0322894378525578,0.0038902937171756,0.0035568399699891
TikTok,Ar,South America,es,DIY,#Pets,Weekly Reset — College,VividVision,original,Toolbox clack,33,41,53996,2922,277,280,332,0.070579,seasonal,Open Web Samples,fast captions,Android,5,Pets,31,Evergreen,1741.81,56,0.00513,0.005186,0.006149,51.263158,Saturday,Morning,Regular,"dogs, cute, pets, cats",¡Increíble!,93727.3,Mid,Fall,2025-08-16,2025-08,Cutest moments today,20,0,20.9,0.51,iPhone,ForYou,1,8c63f77e48ad538bafa55a2eae87f229,3811,0.054115,0.001037,70.579,0.0541151196384917,0.0051300096303429,0.0051855693014297
TikTok,Gb,Europe,en,Automotive,#Comedy,POV: Budget,FitnessWithJames,licensed,Engine rev,33,30,64622,6046,587,551,378,0.117019,stable,TikTok Creative Center,split-screen,iOS,20,Comedy,6,Short,10770.33,276,0.009084,0.008527,0.005849,21.826715,Friday,Evening,Regular,"sketch, funny, comedy, relatable",Can’t stop watching 😂,88833.2,Mid,Spring,2025-08-15,2025-08,When your friend is Productivity,32,0,16.5,0.55,iPhone,ForYou,1,3d3b636f9135fae7a5fe466564da6de9,7562,0.093559,0.004271,117.019,0.0935594689115162,0.0090835938225372,0.0085265080003713
TikTok,Ae,Asia,ar,Automotive,#FYP,Perfect — Cover,ProLucas,licensed,Highway synth,33,11,103979,7128,965,767,466,0.089691,seasonal,TikTok Creative Center,split-screen,Android,7,Music,7,Short,14854.14,315,0.009281,0.007376,0.004482,22.556962,Monday,Morning,HolidaySeason,"cover, music, beat, song",شرح ممتاز 👏,113733.4,Mid,Winter,2025-08-11,2025-08,Underrated artists to hear ⚽,28,1,7.6,0.691,iPhone,ForYou,0,86ea8c8d8d15615e58a7900bf34987ab,9326,0.068552,0.003029,89.691,0.0685523038305811,0.0092807201454139,0.0073764894834533
TikTok,Cn,Asia,zh,Sports,#FYP,POV: Summer,BeautyByAli,licensed,Stadium chant,33,17,51392,3171,350,327,202,0.078806,rising,TikTok Creative Center,tutorial overlay,iOS,1,Comedy,6,Short,8565.33,48,0.00681,0.006363,0.003931,64.714286,Friday,Night,Regular,"relatable, sketch, comedy",So underrated!,107038.3,Mid,Winter,2025-08-15,2025-08,When your friend is Summer 🎮,28,1,14.3,0.841,Xiaomi,ForYou,1,992764d6749a527e4166def82fbf0860,4050,0.061702,0.000934,78.806,0.0617022104607721,0.0068103985056039,0.0063628580323785
TikTok,Ca,North America,en,Pets,#DIY,Morning Routine — Productivity,LifeOfLucas,original,Cute whistle,33,32,326015,18851,2314,2222,1230,0.075509,rising,TikTok Creative Center,split-screen,iOS,17,DIY,59,Evergreen,5525.68,700,0.007098,0.006816,0.003773,26.891583,Friday,Evening,Regular,"diy, how to, craft, life hacks, makeover",So underrated!,114247.5,Mid,Winter,2025-08-15,2025-08,Life Hacks for PC 🎵,19,1,23.1,0.722,iPhone,ForYou,1,55d014eaf09513e113319ef632685424,24617,0.057822,0.002147,75.509,0.0578224928300845,0.007097832921798,0.0068156373173013
TikTok,Ng,Africa,en,Beauty,#FYP,Street Food Tour in Dubai,AmrShorts,licensed,LoFi makeup beat,33,13,116338,10291,905,756,1947,0.119471,stable,TikTok Creative Center,storytime,Android,10,Travel,14,Medium,8309.86,274,0.007779,0.006498,0.016736,37.421818,Thursday,Morning,Regular,"guide, food tour, travel, hidden gems, vlog",Instant like!,114801.6,Mid,Spring,2025-08-14,2025-08,Hidden Gems of London 🧠,23,1,10.3,0.792,Oppo,External,0,15e65c23d919bc47990b81784cd2b7be,13899,0.088458,0.002355,119.471,0.0884577696023655,0.0077790575736216,0.0064983066581856
TikTok,Us,North America,en,Education,#Coding,Build This in 10 Minutes,OfficialNoor,trending,Calm piano,33,25,292639,12321,1925,1149,810,0.055375,seasonal,TikTok Creative Center,greenscreen,iOS,14,Tech,39,Evergreen,7503.56,566,0.006578,0.003926,0.002768,21.730159,Friday,Afternoon,Regular,"tutorial, ai, apps, tech",Instant like!,93238.5,Mid,Winter,2025-08-15,2025-08,My Favorite Productivity Apps 💪,31,1,18.9,0.756,iPhone,Following,1,cc71142b4d65d36ba93573e15ce4e29a,16205,0.042103,0.001934,55.375,0.0421030689689344,0.0065780705920946,0.0039263392780866
TikTok,Gb,Europe,en,Music,#Pets,Morning Routine — Beginners,MayaVlogs,licensed,Latin vibe,33,11,45956,2277,175,217,535,0.069719,stable,TikTok Creative Center,cinematic b-roll,Android,18,Pets,6,Short,7659.33,84,0.003808,0.004722,0.011642,26.788235,Sunday,Evening,SummerBreak,"dogs, cute, pets",Thanks for this!,132493.2,Mid,Summer,2025-08-17,2025-08,Dog fails you can’t miss 🏖️,27,1,8.4,0.764,Xiaomi,Following,1,24617bd33f9d59ada9ad3d045184e013,3204,0.049547,0.001828,69.719,0.0495473931586735,0.0038079902515449,0.0047219079119157
TikTok,Co,South America,es,DIY,#Travel,Hidden Gems of Istanbul,MayaVlogs,licensed,Toolbox clack,33,18,10860,839,72,78,59,0.096501,stable,Open Web Samples,text-to-speech,Web,17,Travel,6,Short,1810.0,38,0.00663,0.007182,0.005433,21.512821,Saturday,Evening,Regular,"guide, hidden gems, food tour, travel, vlog",Gracias por compartir,132493.2,Mid,Spring,2025-08-16,2025-08,24 Hours in London,18,0,15.0,0.833,Desktop,ForYou,1,6bca4886a06c9642a7a2a0c2e798afb6,1048,0.077256,0.003499,96.501,0.0772559852670349,0.0066298342541436,0.0071823204419889
TikTok,Tr,Europe,tr,DIY,#FYP,Valorant — Insane Highlights!,AvaPro,licensed,Tape measure click,33,24,101097,9034,728,611,1601,0.118441,seasonal,Public Reports,emoji overlays,Android,14,Gaming,3,Short,33699.0,260,0.007201,0.006044,0.015836,34.613027,Thursday,Afternoon,Regular,"clips, highlights, esports, valorant, gaming",This is fire 🔥,105585.7,Mid,Spring,2025-08-14,2025-08,Pro Tips for Minecraft in 60s 💪,31,1,15.6,0.65,Xiaomi,ForYou,0,8f130f0c8c182755ff936df921813bcb,11974,0.08936,0.002572,118.441,0.0893597238295894,0.0072010049754196,0.00604370060437
TikTok,Br,South America,pt,Beauty,#GameClip,New Patch Tips for Minecraft,LinaTV,licensed,Ambient glow,33,36,121863,9347,776,832,1246,0.100121,stable,TikTok Creative Center,storytime,Android,3,Gaming,7,Short,17409.0,444,0.006368,0.006827,0.010225,21.004494,Saturday,Night,HolidaySeason,"gaming, highlights, esports, clips, fps, valorant",This is fire 🔥,98232.9,Mid,Winter,2025-08-16,2025-08,Pro Tips for Minecraft in 60s 💪,31,1,23.9,0.664,Pixel,Search,1,b4e88eb1494ee524447b3e829d3246e5,12201,0.076701,0.003643,100.121,0.0767008854205132,0.0063678064712012,0.006827338896958
TikTok,Au,Oceania,en,Automotive,#GameClip,New Patch Tips for GTA V,AliChannel,trending,Turbo whoosh,33,26,346334,17037,1968,1603,1694,0.064394,declining,TikTok Creative Center,jumpcut edits,Android,9,Gaming,3,Short,115444.67,686,0.005682,0.004628,0.004891,24.799127,Monday,Morning,Regular,"gaming, clips, fps, highlights",Can’t stop watching 😂,111539.1,Mid,Winter,2025-08-11,2025-08,Pro Tips for Fortnite in 60s 🍔,30,1,20.8,0.8,iPhone,ForYou,0,b7b3c150e9dbd341f0d9c6cd6e5226f8,22302,0.049192,0.001981,64.394,0.0491923980897053,0.0056823759723272,0.0046284800221751
TikTok,Cn,Asia,zh,Travel,#BookTok,Morning Routine — Summer,StreetStudio,trending,Waves & bells,33,23,33011,1604,199,170,103,0.062888,declining,Public Reports,facecam,Android,22,Education,14,Medium,2357.93,60,0.006028,0.00515,0.00312,26.295082,Tuesday,Evening,BackToSchool,"tips, learn, study",Thanks for this!,88159.6,Mid,Fall,2025-08-12,2025-08,Exam Day Routine,16,0,17.9,0.778,Oppo,Following,0,4b2189015da4a3cda1be1fa9947428ac,2076,0.04859,0.001818,62.888,0.0485898639847323,0.0060282935991033,0.0051497985519978
TikTok,Pl,Europe,pl,Pets,#FYP,POV: Budget,DiegoPro,trending,Bark hop,33,40,16356,1270,130,87,101,0.09709,seasonal,TikTok Creative Center,facecam,Android,14,Comedy,34,Evergreen,481.06,17,0.007948,0.005319,0.006175,70.555556,Saturday,Afternoon,Regular,"comedy, sketch, funny, relatable",This is fire 🔥,108537.2,Mid,Winter,2025-08-16,2025-08,If Budget was honest 🔥,22,1,23.0,0.575,iPhone,ForYou,1,0cab2ab030b3207d50b4ebdfa34dfeed,1588,0.077647,0.001039,97.09,0.0776473465394962,0.007948153582783,0.0053191489361702
TikTok,Jp,Asia,ja,Fitness,#FYP,GRWM — College Look,StudyWithLiam,original,Cardio loop,33,19,30868,2826,420,334,188,0.122068,declining,TikTok Creative Center,b-roll heavy,Android,18,Beauty,14,Medium,2204.86,129,0.013606,0.01082,0.00609,21.738462,Saturday,Evening,Regular,"skincare, grwm, tips, beauty",最高です！,78162.1,Mid,Winter,2025-08-16,2025-08,Skincare Routine for Bold 🔥,27,1,15.4,0.811,Samsung,Following,1,e1dffa08fbc3ebf1476d573339992bb8,3768,0.091551,0.004179,122.068,0.0915511209019048,0.01360632370092,0.0108202669431126
TikTok,It,Europe,it,Tech,#FYP,Night Routine — 2025,SofiaChannel,original,Circuit synth,33,35,470153,47938,5129,4951,3053,0.129896,seasonal,TikTok Creative Center,tutorial overlay,iOS,15,Pets,6,Short,78358.83,386,0.010909,0.010531,0.006494,123.870801,Friday,Afternoon,SummerBreak,"cute, cats, pets",Instant like!,94550.8,Mid,Summer,2025-08-15,2025-08,Cutest moments today 🍔,22,1,26.2,0.749,Huawei,ForYou,1,9dba6441ca23a20ed934ff3fab93d7a8,61071,0.101963,0.000821,129.896,0.1019625526158505,0.0109092146599085,0.0105306145020876
TikTok,Ca,North America,en,Gaming,#CatTok,Weekly Reset — Summer,OmarOfficial,trending,8bit loop,33,31,97835,5949,438,584,366,0.074994,declining,TikTok Creative Center,b-roll heavy,Android,22,Pets,5,Short,19567.0,276,0.004477,0.005969,0.003741,21.476534,Saturday,Evening,SummerBreak,"cute, cats, pets, dogs",Instant like!,92542.5,Mid,Summer,2025-08-16,2025-08,My cat did this 😂 🧠,19,1,22.4,0.723,Samsung,Following,1,39a0b8816b59a4d1ffd21d7b951d3d8a,7337,0.060806,0.002821,74.994,0.0608064598558798,0.0044769254356825,0.0059692339142433
TikTok,Cn,Asia,zh,Food,#AI,My Favorite Productivity Apps,EmilyYT,original,Kitchen groove,33,14,143078,10496,1237,641,651,0.091034,declining,TikTok Creative Center,split-screen,Android,19,Tech,5,Short,28615.6,324,0.008646,0.00448,0.00455,32.295385,Sunday,Evening,Regular,"apps, tech, tools, tutorial, ai",Instant like!,92976.5,Mid,Fall,2025-08-17,2025-08,AI Tools You Must Try in 2025 🔥,31,1,7.1,0.507,iPhone,Search,1,0530fbc96e9de2944816b133a75e00e2,13025,0.073359,0.002264,91.034,0.073358587623534,0.0086456338500677,0.004480073805896
TikTok,Ae,Asia,ar,News,#DIY,Weekly Reset — Beginners,UrbanLabs,trending,Ticker bed,33,29,48640,3155,309,247,357,0.083635,seasonal,TikTok Creative Center,text-to-speech,Android,12,DIY,15,Medium,3242.67,127,0.006353,0.005078,0.00734,24.648438,Friday,Afternoon,HolidaySeason,"diy, how to, makeover, life hacks, craft",مش قادر أبطل اتفرج 😂,101916.4,Mid,Winter,2025-08-15,2025-08,Room Makeover — PC,18,0,15.9,0.548,Samsung,ForYou,1,96478460c899c35d871b493325a92d10,4068,0.064864,0.002611,83.635,0.0648643092105263,0.0063527960526315,0.005078125
TikTok,Gb,Europe,en,Automotive,#GRWM,How to style Summer,DiegoShorts,trending,Engine rev,33,22,70911,4948,404,397,302,0.085332,rising,Public Reports,subtitles,Android,14,Fashion,17,Medium,4171.24,204,0.005697,0.005599,0.004259,24.136585,Friday,Afternoon,SummerBreak,"grwm, ootd, fashion",Can’t stop watching 😂,90412.1,Mid,Summer,2025-08-15,2025-08,Outfits for Bold,16,0,12.1,0.55,Vivo,ForYou,1,12e1237d383ccdd4b53cd7b4590a6e1f,6051,0.069778,0.002877,85.332,0.0697776085515646,0.0056972825090606,0.005598567218062
TikTok,De,Europe,de,Lifestyle,#Cover,I flipped this sample,OliviaShorts,trending,Morning vibe,33,66,31785,1828,231,118,114,0.072078,rising,TikTok Creative Center,subtitles,Android,18,Music,11,Medium,2889.55,58,0.007268,0.003712,0.003587,30.983051,Friday,Evening,Regular,"cover, beat, song",So underrated!,68775.5,Mid,Fall,2025-08-15,2025-08,Blinding Lights — Cover,23,0,53.2,0.806,Samsung,ForYou,1,002bdd005fa1cd728b976fa77542a9cd,2291,0.057511,0.001825,72.078,0.0575114047506685,0.0072675790467201,0.0037124429762466
TikTok,De,Europe,de,News,#FYP,How to style Summer,CookingWithLeila,original,Neutral piano,33,10,10962,753,78,60,52,0.086024,seasonal,TikTok Creative Center,split-screen,Android,22,Fashion,7,Short,1566.0,32,0.007115,0.005473,0.004744,22.818182,Wednesday,Evening,SummerBreak,"grwm, fashion, style, ootd",Can’t stop watching 😂,66105.2,Mid,Summer,2025-08-13,2025-08,GRWM: Office Edition 🏖️,23,1,5.3,0.53,Samsung,ForYou,0,98a370f4f3ab31aaeafa0a73b007bfff,943,0.068692,0.002919,86.024,0.0686918445539135,0.0071154898741105,0.0054734537493158
YouTube,Se,Europe,sv,Science,#BookTok,Morning Routine — Summer,UrbanStudio,licensed,Cosmic pad,33,64,93134,2580,286,275,502,0.039116,stable,TikTok Creative Center,b-roll heavy,Android,20,Education,17,Medium,5478.47,53,0.003071,0.002953,0.00539,47.777778,Monday,Evening,SummerBreak,"notes, tips, study, productivity",Thanks for this!,83077.8,Mid,Summer,2025-08-11,2025-08,Study With Me — Budget 🎮,24,1,26.5,0.414,iPhone,Suggested,0,7a4bf6a1b00a8a48059fd277252d0d43,3643,0.027702,0.000569,39.116,0.0277020207443039,0.0030708441600274,0.0029527347692571
YouTube,Id,Asia,id,Food,#FYP,My Favorite College Apps,MrAmr,licensed,Kitchen groove,33,27,231416,7671,561,868,479,0.041393,declining,TikTok Creative Center,split-screen,Web,19,Tech,6,Short,38569.33,906,0.002424,0.003751,0.00207,8.457552,Sunday,Evening,Regular,"ai, apps, tutorial",Thanks for this!,90216.6,Mid,Fall,2025-08-17,2025-08,Build This in 10 Minutes,24,0,14.2,0.526,Desktop,Home,1,e3b7a37fc2dc6b351652bf28cfb77a4f,9579,0.033148,0.003915,41.393,0.0331480969336605,0.0024242057593251,0.0037508210322536
YouTube,De,Europe,de,Gaming,#GRWM,Outfits for Productivity,AvaTV,licensed,8bit loop,33,35,47702,1683,234,131,149,0.046057,declining,TikTok Creative Center,meme template,iOS,20,Fashion,12,Medium,3975.17,134,0.004905,0.002746,0.003124,12.466667,Saturday,Evening,SummerBreak,"style, ootd, fashion",Thanks for this!,102500.9,Mid,Summer,2025-08-16,2025-08,GRWM: Office Edition ⚽,22,1,17.6,0.503,iPhone,Home,1,8ce56ea36e4b41ed5c187daf094393e3,2197,0.035282,0.002809,46.057,0.0352815395580898,0.0049054546979162,0.0027462160915684
YouTube,Id,Asia,id,Lifestyle,#HiddenGems,Street Food Tour in New York,OfficialAyaka,trending,Sunset pad,33,40,79117,1348,140,165,87,0.021993,seasonal,TikTok Creative Center,storytime,Android,16,Travel,25,Evergreen,3164.68,141,0.00177,0.002086,0.0011,9.492958,Thursday,Afternoon,Regular,"travel, vlog, guide",So underrated!,109856.9,Mid,Spring,2025-08-14,2025-08,24 Hours in Cairo,17,0,24.5,0.612,iPhone,Search,0,1a5d85eefda5c051fedf12483ed3b582,1740,0.017038,0.001782,21.993,0.017038057560322,0.0017695312006269,0.0020855189150245
YouTube,Ng,Africa,en,Fashion,#Cover,Underrated artists you need to hear,ChannelHassan,original,Pop groove,33,76,99985,2746,390,352,229,0.037176,seasonal,TikTok Creative Center,emoji overlays,Android,10,Music,6,Short,16664.17,178,0.003901,0.003521,0.00229,15.340782,Friday,Morning,HolidaySeason,"cover, beat, song, music",Can’t stop watching 😂,102263.9,Mid,Winter,2025-08-15,2025-08,Underrated artists to hear,26,0,49.6,0.653,Samsung,Home,1,edb3f53a9980f37ff256bdd133e8410d,3717,0.027464,0.00178,37.176,0.0274641196179426,0.0039005850877631,0.0035205280792118
YouTube,Au,Oceania,en,Food,#HiddenGems,Street Food Tour in Dubai,SofiaShorts,trending,Kitchen groove,33,28,91269,4687,441,369,289,0.063395,rising,TikTok Creative Center,b-roll heavy,Web,9,Travel,12,Medium,7605.75,396,0.004832,0.004043,0.003166,11.806045,Wednesday,Morning,Regular,"vlog, guide, food tour",Can’t stop watching 😂,78433.1,Mid,Winter,2025-08-13,2025-08,24 Hours in Seoul 🏖️,20,1,11.3,0.404,Desktop,Home,0,89f93e8a4b4dd35e49ba55760030f92d,5786,0.051354,0.004339,63.395,0.0513536907383668,0.0048318706241987,0.0040429937875949
YouTube,Ph,Asia,tl,Education,#FYP,Build This in 10 Minutes,StreetStudio,licensed,Chalkboard beat,33,79,51267,995,78,66,193,0.025982,declining,TikTok Creative Center,subtitles,iOS,19,Tech,5,Short,10253.4,125,0.001521,0.001287,0.003765,7.896825,Saturday,Evening,Regular,"apps, ai, tech, tutorial, tools",Thanks for this!,88159.6,Mid,Fall,2025-08-16,2025-08,AI Tools You Must Try in 2025,29,0,53.5,0.677,Samsung,External,1,f268be6b3c07ca6dff71ded079456071,1332,0.019408,0.002438,25.982,0.0194081963056157,0.0015214465445608,0.0012873778453976
YouTube,Br,South America,pt,Fashion,#Music,Blinding Lights — Cover,JamesTV,licensed,Pop groove,33,21,24119,1285,83,106,114,0.06584,seasonal,Public Reports,jumpcut edits,Android,5,Music,5,Short,4823.8,43,0.003441,0.004395,0.004727,29.204545,Friday,Morning,Regular,"cover, beat, music, song",Can’t stop watching 😂,101422.3,Mid,Spring,2025-08-15,2025-08,Underrated artists to hear,26,0,9.3,0.443,iPhone,External,1,83e6ce682a87bcda96f1539fe845c9ce,1588,0.053277,0.001783,65.84,0.0532774990671255,0.0034412703677598,0.0043948754094282
YouTube,Ae,Asia,ar,Tech,#Foodie,Is Croissant worth the hype?,NoorChannel,licensed,Glitch hop,33,41,13917,818,69,70,50,0.072358,rising,TikTok Creative Center,storytime,iOS,10,Food,17,Medium,818.65,85,0.004958,0.00503,0.003593,9.511628,Saturday,Morning,Regular,"food, street food, fast, kitchen, recipe",مش قادر أبطل اتفرج 😂,81777.9,Mid,Fall,2025-08-16,2025-08,5-Minute Croissant,18,0,27.4,0.668,iPhone,Home,1,5fd293302dbc62c886e5af881589e47c,1007,0.058777,0.006108,72.358,0.058777035280592,0.0049579650786807,0.0050298196450384
YouTube,Es,Europe,es,News,#GRWM,GRWM: Productivity Edition,MasterEmily,licensed,Ticker bed,33,16,6962,298,33,39,45,0.059609,declining,Open Web Samples,subtitles,iOS,23,Fashion,19,Medium,366.42,30,0.00474,0.005602,0.006464,9.612903,Friday,Night,SummerBreak,"grwm, style, fashion, ootd",¡Increíble!,101182.4,Mid,Summer,2025-08-15,2025-08,Outfits for Summer,18,0,11.0,0.688,Oppo,Suggested,1,d7c1f8b76bfcf38e254c5e8693ab847a,415,0.042804,0.004309,59.609,0.0428037920137891,0.0047400172364263,0.0056018385521401
YouTube,Ke,Africa,sw,Food,#Streamer,Best Settings for Fortnite,JiwooShorts,original,Kitchen groove,33,25,104668,2953,240,345,186,0.035579,stable,TikTok Creative Center,split-screen,iOS,19,Gaming,13,Medium,8051.38,404,0.002293,0.003296,0.001777,7.291358,Saturday,Evening,Regular,"highlights, valorant, fps",Thanks for this!,101576.1,Mid,Spring,2025-08-16,2025-08,Insane EA FC 25 Highlights! 🏖️,30,1,11.7,0.468,iPhone,Search,1,ab78e24b848fba1a6865763742475304,3724,0.028213,0.00386,35.579,0.0282130163946956,0.0022929644208354,0.0032961363549508
YouTube,Us,North America,en,Art,#Pets,Morning Routine — Productivity,CookingWithDiego,original,Gallery pad,33,31,243190,11252,1572,921,723,0.059493,declining,Open Web Samples,text-to-speech,Android,23,Pets,4,Short,60797.5,529,0.006464,0.003787,0.002973,21.230189,Friday,Night,Regular,"dogs, pets, cats",Instant like!,105650.7,Mid,Fall,2025-08-15,2025-08,Dog fails you can’t miss,24,0,14.9,0.481,iPhone,Home,1,5a210082928a894657dd7b5d56f22e66,14468,0.046268,0.002175,59.493,0.0462683498499115,0.0064640815823019,0.0037871623010814
YouTube,De,Europe,de,Education,#FYP,AI Tools You Must Try in 2025,OliviaPro,original,Soft focus,33,49,278943,15294,2492,1399,2546,0.077905,seasonal,Public Reports,b-roll heavy,Android,23,Tech,8,Medium,34867.88,826,0.008934,0.005015,0.009127,18.493349,Sunday,Night,Regular,"tech, apps, ai",So underrated!,122780.7,Mid,Winter,2025-08-17,2025-08,Build This in 10 Minutes,24,0,25.9,0.529,Samsung,Suggested,1,d76c6dc6e49f9a4dc3d4d98ae583ee8b,21731,0.054828,0.002961,77.905,0.0548284058033361,0.0089337248111621,0.0050153615613225
YouTube,In,Asia,hi,Food,#LearnOnTikTok,Morning Routine — Budget,MissYoussef,trending,Kitchen groove,33,47,65449,2809,329,305,317,0.057449,declining,TikTok Creative Center,fast captions,iOS,20,Education,15,Medium,4363.27,318,0.005027,0.00466,0.004843,8.805643,Sunday,Evening,SummerBreak,"productivity, tips, study, learn",This is fire 🔥,93571.1,Mid,Summer,2025-08-17,2025-08,Study With Me — Budget,22,0,30.9,0.657,Huawei,Home,1,26956d80115784e9fd5b0a095741bbcd,3760,0.042919,0.004859,57.449,0.0429189139635441,0.005026814771807,0.0046601170376934
YouTube,Co,South America,es,Education,#Pets,Morning Routine — Beginners,EmilyPro,original,Soft focus,33,39,59307,1746,119,181,294,0.039456,declining,Public Reports,text-to-speech,Android,16,Pets,3,Short,19769.0,38,0.002007,0.003052,0.004957,44.769231,Friday,Afternoon,SummerBreak,"dogs, cats, pets, cute",Gracias por compartir,93745.1,Mid,Summer,2025-08-15,2025-08,Dog fails you can’t miss,24,0,25.6,0.656,iPhone,Suggested,1,6ec7817169fd8bafa368f64eac23bd78,2340,0.02944,0.000641,39.456,0.0294400323739187,0.0020065085065843,0.0030519162999308
YouTube,Sa,Asia,ar,Education,#GRWM,How to style 2025,LifeOfLucas,original,Soft focus,33,56,434160,10698,1318,1396,1157,0.033557,seasonal,TikTok Creative Center,hook in 2s,Android,7,Fashion,31,Evergreen,14005.16,1369,0.003036,0.003215,0.002665,7.808759,Sunday,Morning,HolidaySeason,"ootd, grwm, fashion",تحفة بصراحة!,114247.5,Mid,Winter,2025-08-17,2025-08,How to style Minimal,20,0,26.1,0.466,Samsung,Suggested,1,13d9b4e174da8e2df4e2ce4906c1d41c,14569,0.024641,0.003153,33.557,0.0246406854615809,0.003035747189976,0.0032154044591855
YouTube,Ar,South America,es,Art,#FYP,New Patch Tips for GTA V,BeautyByYoussef,licensed,Indie brush,33,48,28286,778,64,89,70,0.035389,declining,TikTok Creative Center,subtitles,Android,20,Gaming,20,Medium,1414.3,46,0.002263,0.003146,0.002475,16.553191,Friday,Evening,BackToSchool,"clips, valorant, gaming, esports, fps",¡Increíble!,103607.3,Mid,Fall,2025-08-15,2025-08,Best Settings for GTA V,23,0,30.3,0.631,iPhone,External,1,91369c3698a2ea8dbd927bc5fe0a6d3a,1001,0.027505,0.001626,35.389,0.0275047726790638,0.0022626034080463,0.0031464328643145
YouTube,Ru,Europe,ru,News,#Comedy,When your friend is College,PrimeStudio,trending,Ticker bed,33,40,195528,8029,789,558,493,0.050474,seasonal,Open Web Samples,emoji overlays,Android,17,Comedy,3,Short,65176.0,195,0.004035,0.002854,0.002521,40.964286,Wednesday,Evening,Regular,"sketch, funny, comedy, relatable",Can’t stop watching 😂,109552.0,Mid,Spring,2025-08-13,2025-08,POV: Productivity,17,0,16.5,0.412,Samsung,Search,0,f29eeadf70288c77832c39dac117378d,9869,0.041063,0.000997,50.474,0.0410631725379485,0.0040352276911746,0.0028538112188535
YouTube,Nl,Europe,nl,Finance,#AI,My Favorite Beginners Apps,LeilaTV,original,Ticker tick,33,31,12522,603,59,70,38,0.061492,rising,TikTok Creative Center,meme template,Android,23,Tech,5,Short,2504.4,78,0.004712,0.00559,0.003035,7.632911,Tuesday,Night,Regular,"tools, tech, apps",Instant like!,77534.9,Mid,Spring,2025-08-12,2025-08,AI Tools You Must Try in 2025 ⚽,31,1,13.3,0.429,Xiaomi,Suggested,0,0811f95f5f5308c1b89c5df5c8d8fe29,770,0.048155,0.006229,61.492,0.0481552467656923,0.0047117073949848,0.0055901613160836
YouTube,Br,South America,pt,Music,#Tech,My Favorite College Apps,OliviaPro,licensed,K-pop hook,33,73,79302,2284,259,285,148,0.037527,rising,TikTok Creative Center,hook in 2s,iOS,14,Tech,3,Short,26434.0,193,0.003266,0.003594,0.001866,11.773196,Sunday,Afternoon,SummerBreak,"tech, tutorial, ai, tools, apps",Instant like!,122780.7,Mid,Summer,2025-08-17,2025-08,Build This in 10 Minutes 💪,26,1,42.9,0.588,iPhone,Home,1,32d62e31a8cf27a42755ae8a2edbc4e9,2976,0.028801,0.002434,37.527,0.0288012912662984,0.0032659958134725,0.0035938563970643
